participant,condition,total.money,trial.number,trial.money,exploded,pumps,life
61,constrictive,771,4,86,0,86,104
61,constrictive,771,5,0,1,26,26
61,constrictive,771,6,0,1,17,17
61,constrictive,771,7,0,1,49,49
61,constrictive,771,8,0,1,56,56
61,constrictive,771,9,57,0,57,106
61,constrictive,771,10,68,0,68,105
61,constrictive,771,11,0,1,49,49
61,constrictive,771,12,0,1,65,65
61,constrictive,771,13,0,1,39,39
61,constrictive,771,14,20,0,20,66
61,constrictive,771,15,0,1,67,67
61,constrictive,771,16,0,1,59,59
61,constrictive,771,17,0,1,18,18
61,constrictive,771,18,44,0,44,106
61,constrictive,771,19,73,0,73,87
61,constrictive,771,20,89,0,89,107
61,constrictive,771,21,0,1,26,26
61,constrictive,771,22,0,1,55,55
61,constrictive,771,23,0,1,14,14
61,constrictive,771,24,102,0,102,115
61,constrictive,771,25,0,1,88,88
61,constrictive,771,26,0,1,34,34
61,constrictive,771,27,0,1,33,33
61,constrictive,771,28,46,0,46,73
61,constrictive,771,29,73,0,73,86
62,expansive,1019,0,47,0,47,72
62,expansive,1019,1,0,1,27,27
62,expansive,1019,2,31,0,31,98
62,expansive,1019,3,60,0,60,86
62,expansive,1019,4,92,0,92,104
62,expansive,1019,5,0,1,26,26
62,expansive,1019,6,0,1,17,17
62,expansive,1019,7,46,0,46,49
62,expansive,1019,8,0,1,56,56
62,expansive,1019,9,54,0,54,106
62,expansive,1019,10,70,0,70,105
62,expansive,1019,11,0,1,49,49
62,expansive,1019,12,49,0,49,65
62,expansive,1019,13,0,1,39,39
62,expansive,1019,14,0,1,66,66
62,expansive,1019,15,52,0,52,67
62,expansive,1019,16,55,0,55,59
62,expansive,1019,17,0,1,18,18
62,expansive,1019,18,71,0,71,106
62,expansive,1019,19,82,0,82,87
62,expansive,1019,20,74,0,74,107
62,expansive,1019,21,0,1,26,26
62,expansive,1019,22,0,1,55,55
62,expansive,1019,23,0,1,14,14
62,expansive,1019,24,43,0,43,115
62,expansive,1019,25,63,0,63,88
62,expansive,1019,26,0,1,34,34
62,expansive,1019,27,0,1,33,33
62,expansive,1019,28,53,0,53,73
62,expansive,1019,29,77,0,77,86
63,constrictive,666,0,36,0,36,72
63,constrictive,666,1,0,1,27,27
63,constrictive,666,2,14,0,14,98
63,constrictive,666,3,21,0,21,86
63,constrictive,666,4,24,0,24,104
63,constrictive,666,5,0,1,26,26
63,constrictive,666,6,0,1,17,17
63,constrictive,666,7,19,0,19,49
63,constrictive,666,8,24,0,24,56
63,constrictive,666,9,16,0,16,106
63,constrictive,666,10,21,0,21,105
63,constrictive,666,11,26,0,26,49
63,constrictive,666,12,24,0,24,65
63,constrictive,666,13,28,0,28,39
63,constrictive,666,14,41,0,41,66
63,constrictive,666,15,57,0,57,67
63,constrictive,666,16,0,1,59,59
63,constrictive,666,17,0,1,18,18
63,constrictive,666,18,42,0,42,106
63,constrictive,666,19,45,0,45,87
63,constrictive,666,20,50,0,50,107
63,constrictive,666,21,0,1,26,26
63,constrictive,666,22,36,0,36,55
63,constrictive,666,23,0,1,14,14
63,constrictive,666,24,38,0,38,115
63,constrictive,666,25,44,0,44,88
63,constrictive,666,26,0,1,34,34
63,constrictive,666,27,0,1,33,33
63,constrictive,666,28,31,0,31,73
63,constrictive,666,29,29,0,29,86
64,expansive,877,0,46,0,46,72
64,expansive,877,1,0,1,27,27
64,expansive,877,2,30,0,30,98
64,expansive,877,3,48,0,48,86
64,expansive,877,4,57,0,57,104
64,expansive,877,5,0,1,26,26
64,expansive,877,6,0,1,17,17
64,expansive,877,7,39,0,39,49
64,expansive,877,8,52,0,52,56
64,expansive,877,9,58,0,58,106
64,expansive,877,10,52,0,52,105
64,expansive,877,11,0,1,49,49
64,expansive,877,12,39,0,39,65
64,expansive,877,13,0,1,39,39
64,expansive,877,14,52,0,52,66
64,expansive,877,15,50,0,50,67
64,expansive,877,16,0,1,59,59
64,expansive,877,17,0,1,18,18
64,expansive,877,18,44,0,44,106
64,expansive,877,19,46,0,46,87
64,expansive,877,20,58,0,58,107
64,expansive,877,21,0,1,26,26
64,expansive,877,22,40,0,40,55
64,expansive,877,23,0,1,14,14
64,expansive,877,24,44,0,44,115
64,expansive,877,25,52,0,52,88
64,expansive,877,26,0,1,34,34
64,expansive,877,27,0,1,33,33
64,expansive,877,28,30,0,30,73
64,expansive,877,29,40,0,40,86
65,constrictive,748,0,50,0,50,72
65,constrictive,748,1,0,1,27,27
65,constrictive,748,2,21,0,21,98
65,constrictive,748,3,36,0,36,86
65,constrictive,748,4,43,0,43,104
65,constrictive,748,5,0,1,26,26
65,constrictive,748,6,0,1,17,17
65,constrictive,748,7,9,0,9,49
65,constrictive,748,8,27,0,27,56
65,constrictive,748,9,31,0,31,106
65,constrictive,748,10,40,0,40,105
65,constrictive,748,11,39,0,39,49
65,constrictive,748,12,41,0,41,65
65,constrictive,748,13,0,1,39,39
65,constrictive,748,14,29,0,29,66
65,constrictive,748,15,41,0,41,67
65,constrictive,748,16,38,0,38,59
65,constrictive,748,17,0,1,18,18
65,constrictive,748,18,30,0,30,106
65,constrictive,748,19,43,0,43,87
65,constrictive,748,20,40,0,40,107
65,constrictive,748,21,0,1,26,26
65,constrictive,748,22,29,0,29,55
65,constrictive,748,23,0,1,14,14
65,constrictive,748,24,34,0,34,115
65,constrictive,748,25,39,0,39,88
65,constrictive,748,26,0,1,34,34
65,constrictive,748,27,0,1,33,33
65,constrictive,748,28,36,0,36,73
65,constrictive,748,29,52,0,52,86
66,constrictive,761,0,21,0,21,72
66,constrictive,761,1,20,0,20,27
66,constrictive,761,2,46,0,46,98
66,constrictive,761,3,0,1,86,86
66,constrictive,761,4,52,0,52,104
66,constrictive,761,5,0,1,26,26
66,constrictive,761,6,0,1,17,17
66,constrictive,761,7,39,0,39,49
66,constrictive,761,8,0,1,56,56
66,constrictive,761,9,37,0,37,106
66,constrictive,761,10,36,0,36,105
66,constrictive,761,11,44,0,44,49
66,constrictive,761,12,56,0,56,65
66,constrictive,761,13,0,1,39,39
66,constrictive,761,14,51,0,51,66
66,constrictive,761,15,64,0,64,67
66,constrictive,761,16,0,1,59,59
66,constrictive,761,17,0,1,18,18
66,constrictive,761,18,51,0,51,106
66,constrictive,761,19,56,0,56,87
66,constrictive,761,20,34,0,34,107
66,constrictive,761,21,0,1,26,26
66,constrictive,761,22,0,1,55,55
66,constrictive,761,23,0,1,14,14
66,constrictive,761,24,35,0,35,115
66,constrictive,761,25,52,0,52,88
66,constrictive,761,26,0,1,34,34
66,constrictive,761,27,0,1,33,33
66,constrictive,761,28,0,1,73,73
66,constrictive,761,29,67,0,67,86
67,expansive,648,0,28,0,28,72
67,expansive,648,1,0,1,27,27
67,expansive,648,2,20,0,20,98
67,expansive,648,3,25,0,25,86
67,expansive,648,4,36,0,36,104
67,expansive,648,5,0,1,26,26
67,expansive,648,6,0,1,17,17
67,expansive,648,7,20,0,20,49
67,expansive,648,8,23,0,23,56
67,expansive,648,9,24,0,24,106
67,expansive,648,10,25,0,25,105
67,expansive,648,11,26,0,26,49
67,expansive,648,12,27,0,27,65
67,expansive,648,13,24,0,24,39
67,expansive,648,14,24,0,24,66
67,expansive,648,15,25,0,25,67
67,expansive,648,16,40,0,40,59
67,expansive,648,17,0,1,18,18
67,expansive,648,18,27,0,27,106
67,expansive,648,19,26,0,26,87
67,expansive,648,20,33,0,33,107
67,expansive,648,21,0,1,26,26
67,expansive,648,22,27,0,27,55
67,expansive,648,23,0,1,14,14
67,expansive,648,24,22,0,22,115
67,expansive,648,25,24,0,24,88
67,expansive,648,26,32,0,32,34
67,expansive,648,27,27,0,27,33
67,expansive,648,28,33,0,33,73
67,expansive,648,29,30,0,30,86
68,constrictive,896,0,47,0,47,72
68,constrictive,896,1,0,1,27,27
68,constrictive,896,2,52,0,52,98
68,constrictive,896,3,67,0,67,86
68,constrictive,896,4,69,0,69,104
68,constrictive,896,5,0,1,26,26
68,constrictive,896,6,0,1,17,17
68,constrictive,896,7,0,1,49,49
68,constrictive,896,8,26,0,26,56
68,constrictive,896,9,43,0,43,106
68,constrictive,896,10,46,0,46,105
68,constrictive,896,11,0,1,49,49
68,constrictive,896,12,48,0,48,65
68,constrictive,896,13,0,1,39,39
68,constrictive,896,14,46,0,46,66
68,constrictive,896,15,50,0,50,67
68,constrictive,896,16,44,0,44,59
68,constrictive,896,17,0,1,18,18
68,constrictive,896,18,57,0,57,106
68,constrictive,896,19,81,0,81,87
68,constrictive,896,20,67,0,67,107
68,constrictive,896,21,0,1,26,26
68,constrictive,896,22,0,1,55,55
68,constrictive,896,23,0,1,14,14
68,constrictive,896,24,29,0,29,115
68,constrictive,896,25,37,0,37,88
68,constrictive,896,26,0,1,34,34
68,constrictive,896,27,0,1,33,33
68,constrictive,896,28,32,0,32,73
68,constrictive,896,29,55,0,55,86
69,expansive,679,0,13,0,13,72
69,expansive,679,1,0,1,27,27
69,expansive,679,2,18,0,18,98
69,expansive,679,3,22,0,22,86
69,expansive,679,4,22,0,22,104
69,expansive,679,5,0,1,26,26
69,expansive,679,6,0,1,17,17
69,expansive,679,7,16,0,16,49
69,expansive,679,8,23,0,23,56
69,expansive,679,9,19,0,19,106
69,expansive,679,10,25,0,25,105
69,expansive,679,11,26,0,26,49
69,expansive,679,12,29,0,29,65
69,expansive,679,13,35,0,35,39
69,expansive,679,14,33,0,33,66
69,expansive,679,15,38,0,38,67
69,expansive,679,16,37,0,37,59
69,expansive,679,17,0,1,18,18
69,expansive,679,18,33,0,33,106
69,expansive,679,19,37,0,37,87
69,expansive,679,20,39,0,39,107
69,expansive,679,21,0,1,26,26
69,expansive,679,22,27,0,27,55
69,expansive,679,23,0,1,14,14
69,expansive,679,24,32,0,32,115
69,expansive,679,25,34,0,34,88
69,expansive,679,26,27,0,27,34
69,expansive,679,27,31,0,31,33
69,expansive,679,28,29,0,29,73
69,expansive,679,29,34,0,34,86
70,constrictive,761,0,30,0,30,72
70,constrictive,761,1,0,1,27,27
70,constrictive,761,2,19,0,19,98
70,constrictive,761,3,19,0,19,86
70,constrictive,761,4,25,0,25,104
70,constrictive,761,5,20,0,20,26
70,constrictive,761,6,0,1,17,17
70,constrictive,761,7,17,0,17,49
70,constrictive,761,8,25,0,25,56
70,constrictive,761,9,21,0,21,106
70,constrictive,761,10,26,0,26,105
70,constrictive,761,11,30,0,30,49
70,constrictive,761,12,27,0,27,65
70,constrictive,761,13,36,0,36,39
70,constrictive,761,14,26,0,26,66
70,constrictive,761,15,32,0,32,67
70,constrictive,761,16,22,0,22,59
70,constrictive,761,17,0,1,18,18
70,constrictive,761,18,82,0,82,106
70,constrictive,761,19,38,0,38,87
70,constrictive,761,20,60,0,60,107
70,constrictive,761,21,0,1,26,26
70,constrictive,761,22,0,1,55,55
70,constrictive,761,23,0,1,14,14
70,constrictive,761,24,43,0,43,115
70,constrictive,761,25,66,0,66,88
70,constrictive,761,26,31,0,31,34
70,constrictive,761,27,0,1,33,33
70,constrictive,761,28,0,1,73,73
70,constrictive,761,29,66,0,66,86
71,expansive,520,0,10,0,10,72
71,expansive,520,1,8,0,8,27
71,expansive,520,2,12,0,12,98
71,expansive,520,3,15,0,15,86
71,expansive,520,4,13,0,13,104
71,expansive,520,5,14,0,14,26
71,expansive,520,6,0,1,17,17
71,expansive,520,7,13,0,13,49
71,expansive,520,8,15,0,15,56
71,expansive,520,9,20,0,20,106
71,expansive,520,10,15,0,15,105
71,expansive,520,11,19,0,19,49
71,expansive,520,12,23,0,23,65
71,expansive,520,13,26,0,26,39
71,expansive,520,14,27,0,27,66
71,expansive,520,15,23,0,23,67
71,expansive,520,16,26,0,26,59
71,expansive,520,17,0,1,18,18
71,expansive,520,18,17,0,17,106
71,expansive,520,19,22,0,22,87
71,expansive,520,20,31,0,31,107
71,expansive,520,21,0,1,26,26
71,expansive,520,22,24,0,24,55
71,expansive,520,23,0,1,14,14
71,expansive,520,24,17,0,17,115
71,expansive,520,25,20,0,20,88
71,expansive,520,26,25,0,25,34
71,expansive,520,27,25,0,25,33
71,expansive,520,28,20,0,20,73
71,expansive,520,29,40,0,40,86
72,constrictive,506,0,17,0,17,72
72,constrictive,506,1,10,0,10,27
72,constrictive,506,2,20,0,20,98
72,constrictive,506,3,9,0,9,86
72,constrictive,506,4,14,0,14,104
72,constrictive,506,5,10,0,10,26
72,constrictive,506,6,9,0,9,17
72,constrictive,506,7,12,0,12,49
72,constrictive,506,8,14,0,14,56
72,constrictive,506,9,21,0,21,106
72,constrictive,506,10,17,0,17,105
72,constrictive,506,11,16,0,16,49
72,constrictive,506,12,17,0,17,65
72,constrictive,506,13,28,0,28,39
72,constrictive,506,14,26,0,26,66
72,constrictive,506,15,27,0,27,67
72,constrictive,506,16,32,0,32,59
72,constrictive,506,17,0,1,18,18
72,constrictive,506,18,17,0,17,106
72,constrictive,506,19,20,0,20,87
72,constrictive,506,20,29,0,29,107
72,constrictive,506,21,0,1,26,26
72,constrictive,506,22,23,0,23,55
72,constrictive,506,23,0,1,14,14
72,constrictive,506,24,21,0,21,115
72,constrictive,506,25,18,0,18,88
72,constrictive,506,26,19,0,19,34
72,constrictive,506,27,19,0,19,33
72,constrictive,506,28,21,0,21,73
72,constrictive,506,29,20,0,20,86
73,expansive,822,0,55,0,55,72
73,expansive,822,1,0,1,27,27
73,expansive,822,2,48,0,48,98
73,expansive,822,3,0,1,86,86
73,expansive,822,4,77,0,77,104
73,expansive,822,5,0,1,26,26
73,expansive,822,6,0,1,17,17
73,expansive,822,7,0,1,49,49
73,expansive,822,8,26,0,26,56
73,expansive,822,9,77,0,77,106
73,expansive,822,10,85,0,85,105
73,expansive,822,11,0,1,49,49
73,expansive,822,12,62,0,62,65
73,expansive,822,13,0,1,39,39
73,expansive,822,14,0,1,66,66
73,expansive,822,15,38,0,38,67
73,expansive,822,16,0,1,59,59
73,expansive,822,17,0,1,18,18
73,expansive,822,18,45,0,45,106
73,expansive,822,19,43,0,43,87
73,expansive,822,20,56,0,56,107
73,expansive,822,21,0,1,26,26
73,expansive,822,22,0,1,55,55
73,expansive,822,23,0,1,14,14
73,expansive,822,24,49,0,49,115
73,expansive,822,25,61,0,61,88
73,expansive,822,26,0,1,34,34
73,expansive,822,27,0,1,33,33
73,expansive,822,28,42,0,42,73
73,expansive,822,29,58,0,58,86
74,constrictive,781,0,39,0,39,72
74,constrictive,781,1,0,1,27,27
74,constrictive,781,2,16,0,16,98
74,constrictive,781,3,20,0,20,86
74,constrictive,781,4,16,0,16,104
74,constrictive,781,5,20,0,20,26
74,constrictive,781,6,0,1,17,17
74,constrictive,781,7,15,0,15,49
74,constrictive,781,8,17,0,17,56
74,constrictive,781,9,20,0,20,106
74,constrictive,781,10,14,0,14,105
74,constrictive,781,11,43,0,43,49
74,constrictive,781,12,51,0,51,65
74,constrictive,781,13,0,1,39,39
74,constrictive,781,14,46,0,46,66
74,constrictive,781,15,40,0,40,67
74,constrictive,781,16,53,0,53,59
74,constrictive,781,17,0,1,18,18
74,constrictive,781,18,67,0,67,106
74,constrictive,781,19,59,0,59,87
74,constrictive,781,20,77,0,77,107
74,constrictive,781,21,0,1,26,26
74,constrictive,781,22,0,1,55,55
74,constrictive,781,23,0,1,14,14
74,constrictive,781,24,41,0,41,115
74,constrictive,781,25,57,0,57,88
74,constrictive,781,26,0,1,34,34
74,constrictive,781,27,0,1,33,33
74,constrictive,781,28,0,1,73,73
74,constrictive,781,29,70,0,70,86
75,expansive,1015,0,62,0,62,72
75,expansive,1015,1,0,1,27,27
75,expansive,1015,2,57,0,57,98
75,expansive,1015,3,62,0,62,86
75,expansive,1015,4,72,0,72,104
75,expansive,1015,5,0,1,26,26
75,expansive,1015,6,0,1,17,17
75,expansive,1015,7,0,1,49,49
75,expansive,1015,8,54,0,54,56
75,expansive,1015,9,63,0,63,106
75,expansive,1015,10,81,0,81,105
75,expansive,1015,11,0,1,49,49
75,expansive,1015,12,0,1,65,65
75,expansive,1015,13,0,1,39,39
75,expansive,1015,14,63,0,63,66
75,expansive,1015,15,0,1,67,67
75,expansive,1015,16,0,1,59,59
75,expansive,1015,17,0,1,18,18
75,expansive,1015,18,63,0,63,106
75,expansive,1015,19,75,0,75,87
75,expansive,1015,20,86,0,86,107
75,expansive,1015,21,0,1,26,26
75,expansive,1015,22,0,1,55,55
75,expansive,1015,23,0,1,14,14
75,expansive,1015,24,64,0,64,115
75,expansive,1015,25,73,0,73,88
75,expansive,1015,26,0,1,34,34
75,expansive,1015,27,0,1,33,33
75,expansive,1015,28,66,0,66,73
75,expansive,1015,29,74,0,74,86
76,constrictive,868,0,35,0,35,72
76,constrictive,868,1,0,1,27,27
76,constrictive,868,2,36,0,36,98
76,constrictive,868,3,44,0,44,86
76,constrictive,868,4,35,0,35,104
76,constrictive,868,5,0,1,26,26
76,constrictive,868,6,0,1,17,17
76,constrictive,868,7,31,0,31,49
76,constrictive,868,8,35,0,35,56
76,constrictive,868,9,44,0,44,106
76,constrictive,868,10,50,0,50,105
76,constrictive,868,11,0,1,49,49
76,constrictive,868,12,41,0,41,65
76,constrictive,868,13,38,0,38,39
76,constrictive,868,14,40,0,40,66
76,constrictive,868,15,43,0,43,67
76,constrictive,868,16,48,0,48,59
76,constrictive,868,17,0,1,18,18
76,constrictive,868,18,35,0,35,106
76,constrictive,868,19,48,0,48,87
76,constrictive,868,20,50,0,50,107
76,constrictive,868,21,0,1,26,26
76,constrictive,868,22,41,0,41,55
76,constrictive,868,23,0,1,14,14
76,constrictive,868,24,42,0,42,115
76,constrictive,868,25,46,0,46,88
76,constrictive,868,26,0,1,34,34
76,constrictive,868,27,0,1,33,33
76,constrictive,868,28,31,0,31,73
76,constrictive,868,29,55,0,55,86
77,expansive,869,0,49,0,49,72
77,expansive,869,1,0,1,27,27
77,expansive,869,2,32,0,32,98
77,expansive,869,3,40,0,40,86
77,expansive,869,4,40,0,40,104
77,expansive,869,5,0,1,26,26
77,expansive,869,6,0,1,17,17
77,expansive,869,7,25,0,25,49
77,expansive,869,8,47,0,47,56
77,expansive,869,9,38,0,38,106
77,expansive,869,10,54,0,54,105
77,expansive,869,11,0,1,49,49
77,expansive,869,12,45,0,45,65
77,expansive,869,13,0,1,39,39
77,expansive,869,14,46,0,46,66
77,expansive,869,15,48,0,48,67
77,expansive,869,16,48,0,48,59
77,expansive,869,17,0,1,18,18
77,expansive,869,18,43,0,43,106
77,expansive,869,19,39,0,39,87
77,expansive,869,20,47,0,47,107
77,expansive,869,21,0,1,26,26
77,expansive,869,22,38,0,38,55
77,expansive,869,23,0,1,14,14
77,expansive,869,24,51,0,51,115
77,expansive,869,25,53,0,53,88
77,expansive,869,26,0,1,34,34
77,expansive,869,27,0,1,33,33
77,expansive,869,28,42,0,42,73
77,expansive,869,29,44,0,44,86
78,constrictive,659,0,30,0,30,72
78,constrictive,659,1,0,1,27,27
78,constrictive,659,2,18,0,18,98
78,constrictive,659,3,20,0,20,86
78,constrictive,659,4,20,0,20,104
78,constrictive,659,5,21,0,21,26
78,constrictive,659,6,0,1,17,17
78,constrictive,659,7,22,0,22,49
78,constrictive,659,8,21,0,21,56
78,constrictive,659,9,22,0,22,106
78,constrictive,659,10,23,0,23,105
78,constrictive,659,11,24,0,24,49
78,constrictive,659,12,25,0,25,65
78,constrictive,659,13,29,0,29,39
78,constrictive,659,14,25,0,25,66
78,constrictive,659,15,30,0,30,67
78,constrictive,659,16,30,0,30,59
78,constrictive,659,17,0,1,18,18
78,constrictive,659,18,28,0,28,106
78,constrictive,659,19,30,0,30,87
78,constrictive,659,20,26,0,26,107
78,constrictive,659,21,0,1,26,26
78,constrictive,659,22,25,0,25,55
78,constrictive,659,23,0,1,14,14
78,constrictive,659,24,26,0,26,115
78,constrictive,659,25,30,0,30,88
78,constrictive,659,26,30,0,30,34
78,constrictive,659,27,31,0,31,33
78,constrictive,659,28,31,0,31,73
78,constrictive,659,29,42,0,42,86
79,expansive,575,0,20,0,20,72
79,expansive,575,1,0,1,27,27
79,expansive,575,2,17,0,17,98
79,expansive,575,3,27,0,27,86
79,expansive,575,4,18,0,18,104
79,expansive,575,5,0,1,26,26
79,expansive,575,6,0,1,17,17
79,expansive,575,7,5,0,5,49
79,expansive,575,8,11,0,11,56
79,expansive,575,9,22,0,22,106
79,expansive,575,10,18,0,18,105
79,expansive,575,11,25,0,25,49
79,expansive,575,12,29,0,29,65
79,expansive,575,13,24,0,24,39
79,expansive,575,14,28,0,28,66
79,expansive,575,15,4,0,4,67
79,expansive,575,16,32,0,32,59
79,expansive,575,17,0,1,18,18
79,expansive,575,18,29,0,29,106
79,expansive,575,19,30,0,30,87
79,expansive,575,20,68,0,68,107
79,expansive,575,21,0,1,26,26
79,expansive,575,22,42,0,42,55
79,expansive,575,23,0,1,14,14
79,expansive,575,24,41,0,41,115
79,expansive,575,25,13,0,13,88
79,expansive,575,26,0,1,34,34
79,expansive,575,27,0,1,33,33
79,expansive,575,28,26,0,26,73
79,expansive,575,29,46,0,46,86
80,constrictive,849,0,57,0,57,72
80,constrictive,849,1,0,1,27,27
80,constrictive,849,2,30,0,30,98
80,constrictive,849,3,37,0,37,86
80,constrictive,849,4,46,0,46,104
80,constrictive,849,5,0,1,26,26
80,constrictive,849,6,0,1,17,17
80,constrictive,849,7,29,0,29,49
80,constrictive,849,8,38,0,38,56
80,constrictive,849,9,35,0,35,106
80,constrictive,849,10,35,0,35,105
80,constrictive,849,11,35,0,35,49
80,constrictive,849,12,39,0,39,65
80,constrictive,849,13,0,1,39,39
80,constrictive,849,14,42,0,42,66
80,constrictive,849,15,45,0,45,67
80,constrictive,849,16,44,0,44,59
80,constrictive,849,17,0,1,18,18
80,constrictive,849,18,41,0,41,106
80,constrictive,849,19,44,0,44,87
80,constrictive,849,20,44,0,44,107
80,constrictive,849,21,0,1,26,26
80,constrictive,849,22,39,0,39,55
80,constrictive,849,23,0,1,14,14
80,constrictive,849,24,32,0,32,115
80,constrictive,849,25,41,0,41,88
80,constrictive,849,26,0,1,34,34
80,constrictive,849,27,31,0,31,33
80,constrictive,849,28,34,0,34,73
80,constrictive,849,29,31,0,31,86